Name,Bottom (ft),Top (ft),Vertical Drop (ft),Length (mi),URL,difficulty,resort_name,distance,metric,Average Steepness
  Bee's Run ,11818 ft,12484 ft,666,0.23 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.23,mi,0.5484189723320158
  Bushwacker ,9774 ft,11883 ft,2110,1.17 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,1.17,mi,0.34155659155659157
  Captain Jack's ,10505 ft,11132 ft,623,0.26 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.26,mi,0.4538170163170163
  Confidence ,11394 ft,11811 ft,417,0.24 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.24,mi,0.32907196969696967
  Even Easier ,11549 ft,11824 ft,276,523 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.09905303030303031,ft,0.5277246653919694
  Goat Path 1 ,11690 ft,11729 ft,36,248 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.04696969696969697,ft,0.14516129032258066
  Goat Path 2 ,11785 ft,11850 ft,66,207 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.03920454545454546,ft,0.3188405797101449
  Golden Cross ,11864 ft,12238 ft,374,0.15 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.15,mi,0.4722222222222222
  Holy Cow! ,10351 ft,10896 ft,545,0.42 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.42,mi,0.24576118326118326
  Jaws ,9134 ft,9810 ft,673,0.26 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.26,mi,0.49023892773892774
  Joint Point ,11257 ft,11598 ft,341,0.11 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.11,mi,0.5871212121212122
  Liberty Bell ,11818 ft,12188 ft,371,0.13 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.13,mi,0.5405011655011656
  Log Pile ,10531 ft,11585 ft,1053,0.57 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.57,mi,0.3498803827751196
  Lower Dynamo ,10801 ft,10961 ft,161,0.19 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.19,mi,0.1604864433811802
  Majestic ,11726 ft,12195 ft,469,0.23 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.23,mi,0.38619894598155463
  Mammoth ,10764 ft,11880 ft,1115,0.5 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.5,mi,0.42234848484848486
  Milk Run ,8734 ft,10522 ft,1788,0.83 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.83,mi,0.4079956188389924
  O'Reilly's ,8734 ft,9344 ft,610,0.3 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.3,mi,0.3851010101010101
  Palmyra Basin ,11949 ft,12287 ft,338,0.13 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.13,mi,0.49242424242424243
  Pandora ,9970 ft,10479 ft,509,0.19 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.19,mi,0.5073763955342903
  Plunge ,10318 ft,11657 ft,1339,0.74 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.74,mi,0.34270065520065524
  Satisfaction ,11158 ft,11542 ft,384,0.21 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.21,mi,0.34632034632034636
  Silver Cloud ,11906 ft,12411 ft,505,0.17 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.17,mi,0.5626114081996435
  Silver Glade ,11194 ft,11486 ft,292,0.11 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.11,mi,0.5027548209366391
  Stumper ,8734 ft,9298 ft,564,0.28 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.28,mi,0.3814935064935065
  Sweet Martha ,11522 ft,11736 ft,213,0.1 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.1,mi,0.4034090909090909
  The Fans ,11207 ft,11411 ft,203,499 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.09450757575757576,ft,0.40681362725450904
  The Fans Variant ,11132 ft,11424 ft,295,0.13 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.13,mi,0.4297785547785548
  Upper Bail Out ,9482 ft,9767 ft,282,0.15 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.15,mi,0.3560606060606061
  Allais Alley ,10876 ft,11834 ft,958,0.44 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.44,mi,0.4123622589531681
  Andy's Gold ,10968 ft,12156 ft,1184,0.55 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.55,mi,0.4077134986225895
  Audrey ,11453 ft,11713 ft,259,0.17 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.17,mi,0.2885472370766488
  Buzz's Glade ,11155 ft,11903 ft,745,0.28 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.28,mi,0.5039231601731602
  Capitol ,12054 ft,12402 ft,348,449 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.08503787878787879,ft,0.7750556792873051
  Cats Paw ,8967 ft,9452 ft,489,0.2 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.2,mi,0.4630681818181818
  Chongos ,11070 ft,11437 ft,367,0.14 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.14,mi,0.49648268398268397
  Coonskin ,9744 ft,10574 ft,830,0.37 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.37,mi,0.4248566748566749
  Crystal ,11529 ft,11804 ft,279,483 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.09147727272727273,ft,0.577639751552795
  Dihedral Chute ,11798 ft,12208 ft,410,0.11 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.11,mi,0.7059228650137742
  Dihedral Face ,11949 ft,12152 ft,203,326 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.061742424242424244,ft,0.6226993865030674
  Dynamo #1 ,10968 ft,12123 ft,1155,0.47 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.47,mi,0.4654255319148936
  Dynamo #2 ,10827 ft,12139 ft,1312,0.76 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.76,mi,0.32695374800637955
  East Drain ,10000 ft,10725 ft,725,0.42 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.42,mi,0.32693001443001446
  Easy Chute ,11709 ft,11923 ft,210,300 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.056818181818181816,ft,0.7
  Electra ,11161 ft,11975 ft,810,0.3 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.3,mi,0.5113636363636364
  Electric Shock ,12182 ft,12490 ft,308,388 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.07348484848484849,ft,0.7938144329896907
  Genevieve ,11496 ft,11788 ft,292,0.11 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.11,mi,0.5027548209366391
  Giant Steps ,10853 ft,11722 ft,869,0.4 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.4,mi,0.4114583333333333
  Gold Hill 1 ,11785 ft,12372 ft,587,0.19 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.19,mi,0.585127591706539
  Gold Hill 2 ,11916 ft,12349 ft,433,0.13 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.13,mi,0.6308275058275058
  Gold Hill Chute 10 ,12490 ft,12844 ft,354,395 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.07481060606060606,ft,0.8962025316455696
  Gold Hill Chute 6 ,12096 ft,12546 ft,449,0.1 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.1,mi,0.8503787878787878
  Gold Hill Chute 7 ,12457 ft,12707 ft,249,328 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.06212121212121212,ft,0.7591463414634146
  Gold Hill Chute 8 ,12628 ft,12759 ft,131,243 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.04602272727272727,ft,0.5390946502057613
  Gold Hill Chute 9 ,12507 ft,12864 ft,358,413 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.07821969696969697,ft,0.8668280871670703
  Happy Thought ,11027 ft,11916 ft,889,0.35 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.35,mi,0.48106060606060613
  High Traverse ,12395 ft,12598 ft,203,0.11 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.11,mi,0.3495179063360882
  Jackpot ,11198 ft,11837 ft,640,0.26 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.26,mi,0.46620046620046623
  Jello's Bowl ,11785 ft,11952 ft,167,378 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.0715909090909091,ft,0.4417989417989418
  Kant-Mak-M ,9816 ft,11827 ft,2014,1.03 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,1.03,mi,0.3703295086790232
  La Rosa ,11483 ft,11818 ft,335,0.11 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.11,mi,0.5767906336088154
  Lakeview ,11490 ft,12119 ft,630,0.18 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.18,mi,0.6628787878787878
  Little Rose ,10892 ft,12254 ft,1362,0.62 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.62,mi,0.41605571847507333
  Lower Plunge ,9793 ft,10502 ft,709,0.38 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.38,mi,0.35336921850079744
  Millions ,10830 ft,12247 ft,1417,0.61 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.61,mi,0.4399528067560855
  Mine Shaft ,8760 ft,9455 ft,696,0.32 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.32,mi,0.4119318181818181
  Mountain Quail ,11729 ft,12244 ft,518,0.18 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.18,mi,0.5450336700336701
  Nice Chute ,11506 ft,11939 ft,433,0.11 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.11,mi,0.7455234159779615
  North Chute ,9744 ft,10896 ft,1152,0.42 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.42,mi,0.5194805194805195
  Pee Wee's Big Adventure ,12106 ft,12244 ft,138,191 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.03617424242424242,ft,0.7225130890052357
  Power Line ,10591 ft,11093 ft,502,0.17 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.17,mi,0.5592691622103386
  Review ,11552 ft,11870 ft,318,439 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.0831439393939394,ft,0.724373576309795
  Roy Boy ,12566 ft,12927 ft,361,464 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.08787878787878788,ft,0.7780172413793104
  Runaway Train ,10361 ft,10669 ft,308,0.15 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.15,mi,0.3888888888888889
  Senior's ,12684 ft,13156 ft,472,517 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.09791666666666667,ft,0.9129593810444874
  Snowslide Cabin ,11266 ft,11398 ft,135,220 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.041666666666666664,ft,0.6136363636363636
  Spiral Stairs ,10371 ft,11217 ft,846,0.34 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.34,mi,0.4712566844919786
  Sully's ,10984 ft,11683 ft,696,0.27 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.27,mi,0.48821548821548816
  Sunrise ,12326 ft,12694 ft,371,0.1 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.1,mi,0.7026515151515151
  Tram Shot ,12552 ft,12900 ft,351,468 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.08863636363636364,ft,0.75
  Way Easy ,11594 ft,11808 ft,213,423 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.08011363636363636,ft,0.5035460992907801
  West Drain ,9793 ft,11155 ft,1362,0.96 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.96,mi,0.2687026515151515
  Westlake ,11385 ft,11857 ft,472,0.21 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.21,mi,0.4256854256854257
  Wildcat ,10984 ft,11693 ft,712,0.25 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.25,mi,0.5393939393939394
  Zipper Rock ,11293 ft,11358 ft,69,214 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.04053030303030303,ft,0.32242990654205606
  Zulu Queen ,11348 ft,11775 ft,427,0.16 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.16,mi,0.5054450757575757
  Beginner Park ,10869 ft,11129 ft,259,0.51 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.51,mi,0.09618241235888295
  Hoot Brown Expert Terrain Park ,9524 ft,10331 ft,807,0.63 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.63,mi,0.2426046176046176
  UTE Park ,10873 ft,11125 ft,253,0.44 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.44,mi,0.10890151515151517
  Bridges ,9455 ft,9895 ft,440,0.68 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-blue,blue,telluride-ski-resort,0.68,mi,0.12254901960784313
  Double Cabin ,9163 ft,11129 ft,1965,3.06 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-blue,blue,telluride-ski-resort,3.06,mi,0.12162061794414734
