Name,Bottom (ft),Top (ft),Vertical Drop (ft),Length (mi),URL,difficulty,resort_name,distance,metric,Average Steepness
  Gee ,8035 ft,8192 ft,157,490 ft,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.0928030303030303,ft,0.32040816326530613
  Gold Rush ,8796 ft,9117 ft,322,0.19 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.19,mi,0.3209728867623604
  Golden Bear ,7539 ft,9016 ft,1473,1.13 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,1.13,mi,0.24688254223652456
  Grubstake ,8458 ft,9557 ft,1099,0.74 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.74,mi,0.2812755937755938
  Gunder's ,8461 ft,9557 ft,1096,0.77 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.77,mi,0.2695789059425423
  Haw ,8048 ft,8343 ft,295,0.16 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.16,mi,0.34919507575757575
  Homerun ,8166 ft,8671 ft,505,0.36 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.36,mi,0.26567760942760943
  Jack Rabbit Alley ,10741 ft,11339 ft,597,0.66 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.66,mi,0.17131542699724517
  Larkspur ,8855 ft,10358 ft,1503,1.11 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,1.11,mi,0.25644963144963145
  Latigo ,8688 ft,9957 ft,1273,0.93 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.93,mi,0.25924568263277936
  Lower Cabin Fever ,8114 ft,8930 ft,817,0.78 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.78,mi,0.19837801087801085
  Lower Centennial ,8182 ft,9298 ft,1115,0.77 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.77,mi,0.27425226288862653
  Lower President Ford's ,8120 ft,8455 ft,335,0.28 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.28,mi,0.22659632034632032
  Lower Sheephorn ,10151 ft,10269 ft,118,0.14 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.14,mi,0.15963203463203463
  Lower Stacker ,8130 ft,8612 ft,482,0.38 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.38,mi,0.24023125996810207
  Lower Wapiti ,8110 ft,8386 ft,276,0.26 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.26,mi,0.20104895104895107
  Lower Yarrow ,9354 ft,9682 ft,328,0.28 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.28,mi,0.22186147186147184
  McCoy's Skiway ,7887 ft,9058 ft,1171,0.91 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.91,mi,0.2437146187146187
  Mystic Maze ,10715 ft,10994 ft,282,0.27 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.27,mi,0.1978114478114478
  Overshot ,9334 ft,9511 ft,177,0.32 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.32,mi,0.10475852272727272
  Oxford Skiway ,8068 ft,8130 ft,62,0.16 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.16,mi,0.0733901515151515
  Paint Brush ,8917 ft,9229 ft,312,0.32 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.32,mi,0.18465909090909088
  Pow Wow ,8560 ft,9121 ft,561,0.59 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.59,mi,0.18008474576271188
  Redtail ,8878 ft,10213 ft,1335,0.92 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.92,mi,0.2748270750988142
  Roughlock ,8140 ft,8652 ft,512,0.49 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.49,mi,0.19789734075448362
  Settler's Way ,7995 ft,8691 ft,696,0.5 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.5,mi,0.2636363636363636
  Springtooth ,8514 ft,8875 ft,364,0.34 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.34,mi,0.20276292335115864
  Stone Creek Meadows ,9393 ft,10171 ft,778,0.65 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.65,mi,0.2266899766899767
  Upper Gold Dust ,8720 ft,9888 ft,1168,0.77 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.77,mi,0.28728846910665096
  Upper Primrose ,9869 ft,10358 ft,489,0.97 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.97,mi,0.09547797563261481
  Upper Wapiti ,8734 ft,9121 ft,387,0.35 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.35,mi,0.20941558441558444
  Upper West Fall Road ,9931 ft,10210 ft,279,0.15 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.15,mi,0.3522727272727273
  Upper Harrier ,9055 ft,10089 ft,1030,0.65 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.65,mi,0.30011655011655014
  Zoom Room ,11073 ft,11404 ft,331,0.47 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.47,mi,0.13338168923275306
  4 Get About It ,8635 ft,9229 ft,594,0.35 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.35,mi,0.32142857142857145
  Addy's ,9406 ft,10033 ft,623,0.32 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.32,mi,0.36872632575757575
  Bootleg ,8392 ft,8901 ft,509,0.25 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.25,mi,0.3856060606060606
  Buckboard ,8176 ft,9104 ft,928,0.62 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.62,mi,0.28347996089931576
  Cataract ,9767 ft,10410 ft,643,0.35 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.35,mi,0.347943722943723
  Double Diamond ,9442 ft,10167 ft,725,0.42 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.42,mi,0.32693001443001446
  Flint ,7526 ft,7828 ft,302,0.21 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.21,mi,0.27236652236652237
  Fool's Gold ,9088 ft,9488 ft,400,0.22 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.22,mi,0.34435261707988984
  Helmut's ,9327 ft,10213 ft,886,0.63 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.63,mi,0.26635401635401634
  Keller Glade ,9970 ft,10331 ft,361,0.19 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.19,mi,0.3598484848484848
  Kestral ,9472 ft,10089 ft,617,0.32 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.32,mi,0.36517518939393934
  Loco ,9232 ft,10167 ft,935,0.45 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.45,mi,0.39351851851851855
  Lower Golden Eagle ,8904 ft,9682 ft,778,0.47 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.47,mi,0.31350741457124437
  Lower Goshawk ,9324 ft,9829 ft,505,0.28 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.28,mi,0.3415854978354978
  Lower Harrier ,8530 ft,9055 ft,522,0.24 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.24,mi,0.4119318181818182
  Lower West Fall Road ,9754 ft,9925 ft,171,0.52 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.52,mi,0.062281468531468535
  Lupine ,10095 ft,10315 ft,220,435 ft,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.08238636363636363,ft,0.5057471264367817
  Middle Centennial ,9314 ft,10725 ft,1411,1.03 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,1.03,mi,0.2594513092085907
  Middle Wapiti ,8402 ft,8717 ft,315,0.19 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.19,mi,0.31399521531100477
  Moonshine ,8412 ft,9167 ft,751,0.49 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.49,mi,0.2902752009894867
  No Name run ,10184 ft,10823 ft,640,0.68 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.68,mi,0.17825311942959002
  President Ford's ,8793 ft,9839 ft,1050,0.78 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.78,mi,0.2549533799533799
  Ptarmigan ,8993 ft,9997 ft,1001,0.46 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.46,mi,0.41213768115942023
  Raven Ridge ,8907 ft,10407 ft,1499,0.86 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.86,mi,0.3301180408738548
  Ripsaw ,9370 ft,10499 ft,1129,0.79 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.79,mi,0.2706655159186805
  Royal Elk Glade ,10174 ft,10623 ft,449,0.21 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.21,mi,0.40494227994227994
  Ruffed Grouse ,9019 ft,10682 ft,1667,0.81 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.81,mi,0.38977740366629254
  S.Star ,9780 ft,10272 ft,492,0.2 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.2,mi,0.4659090909090909
  Screech Owl ,9685 ft,10696 ft,1010,0.71 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.71,mi,0.2694195475885617
  Spider ,9682 ft,10420 ft,738,0.42 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.42,mi,0.3327922077922078
  Stacker ,8862 ft,9610 ft,748,0.35 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.35,mi,0.4047619047619048
  Stickline ,8704 ft,10075 ft,1371,0.87 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.87,mi,0.2984587251828631
  Three Tree Gully ,9508 ft,10007 ft,499,0.36 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.36,mi,0.2625210437710438
  Thresher Glade ,8737 ft,9787 ft,1053,0.74 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.74,mi,0.269502457002457
  Tomahawk ,7697 ft,8553 ft,853,0.64 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.64,mi,0.2524266098484848
  Upper Sheephorn ,10279 ft,10673 ft,394,0.24 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.24,mi,0.3109217171717172
  Upper Yarrow ,9685 ft,10246 ft,561,0.27 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.27,mi,0.3935185185185185
  Web ,9531 ft,9961 ft,427,0.26 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.26,mi,0.3110431235431236
  Bald Eagle ,9026 ft,10577 ft,1552,0.74 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.74,mi,0.3972153972153972
  Black Bear Glade ,9537 ft,9888 ft,348,0.13 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.13,mi,0.506993006993007
  Falcon Park ,9052 ft,9905 ft,850,0.3 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.3,mi,0.5366161616161617
  Heads Up ,9806 ft,10059 ft,253,0.23 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.23,mi,0.20833333333333331
  Lower Stone Creek ,9393 ft,9872 ft,479,0.72 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.72,mi,0.12599957912457913
  Osprey ,8950 ft,10135 ft,1184,0.63 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.63,mi,0.35594035594035595
  Peregrine ,8865 ft,10991 ft,2126,1.13 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,1.13,mi,0.3563287744703674
  Upper Golden Eagle ,9682 ft,11112 ft,1430,0.73 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.73,mi,0.3710045662100456
  Upper Goshawk ,9843 ft,10846 ft,1004,0.44 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.44,mi,0.43216253443526176
  Upper Stone Creek ,9882 ft,10846 ft,965,0.78 mi,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.78,mi,0.23431429681429677
  Park 101 ,11286 ft,11355 ft,69,470 ft,https://jollyturns.com/resort/united-states-of-america/beaver-creek-resort/skiruns-double-black,double-black,beaver-creek-resort,0.08901515151515152,ft,0.14680851063829786
  Bridges ,9455 ft,9895 ft,440,0.68 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.68,mi,0.12254901960784313
  Double Cabin ,9163 ft,11129 ft,1965,3.06 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,3.06,mi,0.12162061794414734
  Galloping Goose ,10525 ft,11801 ft,1276,2.16 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,2.16,mi,0.1118827160493827
  Little Maude ,11014 ft,11129 ft,118,0.27 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.27,mi,0.08277216610549944
  Lower Boomerang ,9521 ft,9829 ft,308,0.39 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.39,mi,0.14957264957264954
  Lower Galloping Goose ,9203 ft,10259 ft,1056,2 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,2,mi,0.1
  Lower Sundance ,9646 ft,10039 ft,394,0.64 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.64,mi,0.11659564393939394
  Lower Village Bypass ,9163 ft,9495 ft,328,0.59 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.59,mi,0.10529019003595276
  Madison ,10761 ft,11391 ft,630,0.9 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.9,mi,0.13257575757575757
  May Girl ,11129 ft,11211 ft,85,0.17 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.17,mi,0.0946969696969697
  Meadows ,9163 ft,9511 ft,344,0.49 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.49,mi,0.1329622758194187
  Meadows Variant ,9314 ft,9442 ft,128,0.25 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.25,mi,0.09696969696969697
  Nellie ,10869 ft,11102 ft,236,0.5 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.5,mi,0.0893939393939394
  Teddy's Way ,10043 ft,10381 ft,341,0.62 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.62,mi,0.10416666666666667
  The Peaks ,9262 ft,9501 ft,240,0.53 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.53,mi,0.08576329331046312
  Village Bypass ,9495 ft,10823 ft,1329,1.57 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,1.57,mi,0.1603213665315576
  Alta ,10646 ft,11033 ft,387,0.28 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.28,mi,0.2617694805194805
  Boomerang ,9833 ft,10761 ft,928,1.15 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,1.15,mi,0.15283267457180502
  Butterfly ,9925 ft,10571 ft,643,0.54 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.54,mi,0.22551907968574633
  Butterfly Variant ,9925 ft,10266 ft,341,0.26 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.26,mi,0.2483974358974359
  Cake Walk ,10085 ft,10479 ft,397,0.8 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.8,mi,0.09398674242424243
  Dew Drop ,10308 ft,11201 ft,896,0.87 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.87,mi,0.1950539881574364
  Easy Out ,9469 ft,9833 ft,364,0.52 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.52,mi,0.13257575757575757
  Enchanted Forest ,10499 ft,10886 ft,384,0.55 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.55,mi,0.13223140495867766
  Gold Rush ,10400 ft,10840 ft,440,0.27 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.27,mi,0.30864197530864196
  Henry's North ,10266 ft,10820 ft,554,0.42 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.42,mi,0.24981962481962483
  Henry's South ,10351 ft,10774 ft,423,0.21 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.21,mi,0.3814935064935065
  Hermit ,10164 ft,10558 ft,394,0.23 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.23,mi,0.32444005270092224
  Humbolt Draw ,10089 ft,10702 ft,614,0.45 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.45,mi,0.25841750841750843
  Last Chance ,11168 ft,11499 ft,331,0.37 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.37,mi,0.16943079443079445
  Lookout ,9780 ft,11010 ft,1230,0.76 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.76,mi,0.30651913875598086
  Lower Bail Out ,9360 ft,9478 ft,115,0.29 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.29,mi,0.07510449320794149
  Lower Happy Thought ,10801 ft,11020 ft,220,0.22 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.22,mi,0.18939393939393942
  Lower See Forever ,10581 ft,11962 ft,1381,1.46 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,1.46,mi,0.17914591116645912
  Lower Woozley's Way ,10761 ft,11319 ft,558,0.75 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.75,mi,0.1409090909090909
  Magnolia ,10768 ft,11795 ft,1024,0.98 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.98,mi,0.19789734075448362
  Marmot ,9803 ft,10518 ft,715,0.94 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.94,mi,0.14406028368794327
  Misty Maiden ,9521 ft,10682 ft,1161,1.04 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,1.04,mi,0.2114291958041958
  Nastar ,9564 ft,9980 ft,417,0.44 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.44,mi,0.17949380165289258
  Ophir Loop ,10256 ft,11184 ft,928,1.05 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,1.05,mi,0.1673881673881674
  Ophir Shortcut ,10646 ft,10748 ft,102,265 ft,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.050189393939393936,ft,0.3849056603773585
  Peek-a-boo ,9961 ft,10712 ft,751,0.73 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.73,mi,0.19484225819842257
"  Pick ""N"" Gad ",10148 ft,10650 ft,502,0.4 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.4,mi,0.23768939393939395
  Polar Queen ,10282 ft,11201 ft,919,0.95 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.95,mi,0.18321371610845294
  Sandia ,10768 ft,11778 ft,1010,1.08 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,1.08,mi,0.17711840628507294
  Sandia Variant ,10945 ft,11217 ft,272,0.44 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.44,mi,0.11707988980716254
  Sheridan Headwall ,10256 ft,10430 ft,177,0.11 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.11,mi,0.3047520661157025
  Silver Tip ,10509 ft,10886 ft,377,0.23 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.23,mi,0.3104413702239789
  Smuggler ,10128 ft,10554 ft,427,0.26 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.26,mi,0.3110431235431236
  Stella ,10771 ft,11440 ft,669,0.87 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.87,mi,0.14563740856844304
  Stormin' Norman ,10827 ft,11198 ft,371,0.33 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.33,mi,0.2129247015610652
  Telluride Trail ,8753 ft,10561 ft,1811,2.41 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,2.41,mi,0.1423205079844084
  Upper See Forever ,11939 ft,12474 ft,535,0.83 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.83,mi,0.12207922599488866
  Upper Sundance ,10046 ft,10873 ft,830,0.91 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.91,mi,0.17274392274392275
  Woozley's Way ,11207 ft,11972 ft,764,0.66 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.66,mi,0.2192378328741965
  Woozley's Way Variant ,11440 ft,11634 ft,194,0.14 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.14,mi,0.2624458874458874
  Apex ,11125 ft,11716 ft,591,0.21 mi,https://jollyturns.com/resort/united-states-of-america/telluride-ski-resort/skiruns-green,green,telluride-ski-resort,0.21,mi,0.533008658008658
