Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Black,Blue,Double Black,Green,Terrain Park,Price,Total Runs
Gold Hill 1,11785.0,12372.0,587.0,1003.2,,Telluride,0.5851275917065389,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Gold Hill 2,11916.0,12349.0,433.0,686.4,,Telluride,0.6308275058275058,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Gold Hill Chute 10,12490.0,12844.0,354.0,395.0,,Telluride,0.8962025316455696,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Gold Hill Chute 6,12096.0,12546.0,449.0,528.0,,Telluride,0.8503787878787878,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Gold Hill Chute 7,12457.0,12707.0,249.0,328.0,,Telluride,0.7591463414634146,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Gold Hill Chute 8,12628.0,12759.0,131.0,243.0,,Telluride,0.5390946502057613,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Gold Hill Chute 9,12507.0,12864.0,358.0,413.0,,Telluride,0.8668280871670703,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Happy Thought,11027.0,11916.0,889.0,1848.0,,Telluride,0.4810606060606061,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
High Traverse,12395.0,12598.0,203.0,580.8,,Telluride,0.3495179063360882,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Jackpot,11198.0,11837.0,640.0,1372.8,,Telluride,0.4662004662004662,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Jello's Bowl,11785.0,11952.0,167.0,378.0,,Telluride,0.4417989417989418,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Kant-Mak-M,9816.0,11827.0,2014.0,1.03,,Telluride,1955.3398058252426,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
La Rosa,11483.0,11818.0,335.0,580.8,,Telluride,0.5767906336088154,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Lakeview,11490.0,12119.0,630.0,950.4,,Telluride,0.6628787878787878,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Little Rose,10892.0,12254.0,1362.0,3273.6,,Telluride,0.4160557184750733,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Lower Plunge,9793.0,10502.0,709.0,2006.4,,Telluride,0.35336921850079744,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Millions,10830.0,12247.0,1417.0,3220.8,,Telluride,0.4399528067560855,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Mine Shaft,8760.0,9455.0,696.0,1689.6,,Telluride,0.4119318181818181,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Mountain Quail,11729.0,12244.0,518.0,950.4,,Telluride,0.5450336700336701,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Nice Chute,11506.0,11939.0,433.0,580.8,,Telluride,0.7455234159779615,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
North Chute,9744.0,10896.0,1152.0,2217.6,,Telluride,0.5194805194805195,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Pee Wee's Big Adventure,12106.0,12244.0,138.0,191.0,,Telluride,0.7225130890052356,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Power Line,10591.0,11093.0,502.0,897.6,,Telluride,0.5592691622103386,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Review,11552.0,11870.0,318.0,439.0,,Telluride,0.724373576309795,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Roy Boy,12566.0,12927.0,361.0,464.0,,Telluride,0.7780172413793104,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Runaway Train,10361.0,10669.0,308.0,792.0,,Telluride,0.3888888888888889,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Senior's,12684.0,13156.0,472.0,517.0,,Telluride,0.9129593810444874,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Snowslide Cabin,11266.0,11398.0,135.0,220.0,,Telluride,0.6136363636363636,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Spiral Stairs,10371.0,11217.0,846.0,1795.2,,Telluride,0.4712566844919786,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Sully's,10984.0,11683.0,696.0,1425.6,,Telluride,0.4882154882154882,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Sunrise,12326.0,12694.0,371.0,528.0,,Telluride,0.7026515151515151,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Tram Shot,12552.0,12900.0,351.0,468.0,,Telluride,0.75,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Way Easy,11594.0,11808.0,213.0,423.0,,Telluride,0.5035460992907801,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
West Drain,9793.0,11155.0,1362.0,5068.8,,Telluride,0.2687026515151515,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Westlake,11385.0,11857.0,472.0,1108.8,,Telluride,0.4256854256854257,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Wildcat,10984.0,11693.0,712.0,1320.0,,Telluride,0.5393939393939394,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Zipper Rock,11293.0,11358.0,69.0,214.0,,Telluride,0.3224299065420561,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Zulu Queen,11348.0,11775.0,427.0,844.8000000000002,,Telluride,0.5054450757575757,Ungroomed,8735,16,12503,3768,0.21,0.27,0.39,0.11,0.02,149,146
Boomer,10801.0,11211.0,410.0,1900.8,Green,Vail,0.2156986531986532,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Brisk Walk,8763.0,9262.0,499.0,1.26,Green,Vail,396.03174603174597,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Bwana Loop,8501.0,8701.0,203.0,1953.6,Green,Vail,0.10391072891072893,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Cold Feet,9990.0,10105.0,115.0,1108.8,Green,Vail,0.10371572871572872,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Coyote Crossing,10095.0,10197.0,102.0,633.6,Green,Vail,0.16098484848484848,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Cub's Way,9524.0,10308.0,781.0,1.16,Green,Vail,673.2758620689656,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Eagle's Nest Ridge,10322.0,10955.0,633.0,1.17,Green,Vail,541.0256410256411,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Flap Jack,9715.0,11017.0,1302.0,1.28,Green,Vail,1017.1875,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Game Trail,9836.0,10318.0,482.0,4963.2,Green,Vail,0.09711476466795617,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Gitalong Road,8356.0,10118.0,1762.0,3.76,Green,Vail,468.61702127659584,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Gopher Hill,8251.0,8399.0,151.0,844.8000000000002,Green,Vail,0.17874053030303028,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Ha Ha Highway,9905.0,10151.0,246.0,1531.1999999999996,Green,Vail,0.16065830721003135,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lion's Way,9075.0,10131.0,1056.0,1.53,Green,Vail,690.1960784313725,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lionshead Catwalk,8327.0,8481.0,154.0,2640.0,Green,Vail,0.05833333333333333,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lost Boy,9826.0,10974.0,1148.0,1.29,Green,Vail,889.922480620155,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Mill Creek Road,8560.0,8766.0,207.0,2956.8,Green,Vail,0.07000811688311688,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Minnie Ha Ha,9902.0,9964.0,62.0,633.6,Green,Vail,0.09785353535353536,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Overeasy,10233.0,10535.0,305.0,1425.6,Green,Vail,0.21394500561167226,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Pika,10177.0,10262.0,85.0,1584.0,Green,Vail,0.05366161616161616,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Post Road,8904.0,9311.0,404.0,4752.0,Green,Vail,0.08501683501683502,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Practice Parkway,9642.0,10289.0,650.0,4065.6,Green,Vail,0.1598780007870917,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Sourdough,10748.0,11194.0,443.0,1900.8,Green,Vail,0.23305976430976436,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Swingsville,10167.0,11230.0,1063.0,5016.0,Green,Vail,0.2119218500797448,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
The Meadows,10154.0,10764.0,610.0,4435.2,Green,Vail,0.13753607503607504,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Timberline Catwalk,10722.0,11237.0,512.0,4699.2,Green,Vail,0.10895471569628873,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Tin Pants,10846.0,11079.0,233.0,1267.2,Green,Vail,0.18386994949494948,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Trans Montane,9718.0,9964.0,246.0,4276.8,Green,Vail,0.057519640852974174,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Vail Village Catwalk,8202.0,8704.0,502.0,4910.4000000000015,Green,Vail,0.1022319973932877,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Windisch Way,8343.0,8451.0,108.0,1425.6,Green,Vail,0.07575757575757575,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Avanti,9304.0,10755.0,1450.0,1.29,Blue,Vail,1124.031007751938,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Baccarat,9967.0,10531.0,564.0,1900.8,Blue,Vail,0.2967171717171717,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Bear Tree,8369.0,8967.0,597.0,2376.0,Blue,Vail,0.25126262626262624,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Big Rock Park,10003.0,10876.0,876.0,3907.2,Blue,Vail,0.2242014742014742,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Born Free,8094.0,10285.0,2192.0,1.84,Blue,Vail,1191.304347826087,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Bwana,8281.0,9993.0,1716.0,1.18,Blue,Vail,1454.2372881355932,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Cappuccino,10331.0,10928.0,600.0,2006.4,Blue,Vail,0.2990430622009569,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Chaos Canyon,9718.0,9820.0,102.0,950.4,Blue,Vail,0.10732323232323232,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
China Bowl,10860.0,11175.0,315.0,1108.8,Blue,Vail,0.2840909090909091,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
China Spur,9993.0,10112.0,121.0,1478.4,Blue,Vail,0.0818452380952381,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Choker Cut Off,9580.0,9698.0,118.0,1425.6,Blue,Vail,0.08277216610549944,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Chopstix,10564.0,11243.0,679.0,2798.4,Blue,Vail,0.24263865065751855,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Christmas,10151.0,10774.0,623.0,2481.6,Blue,Vail,0.2510477111540941,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Cloud 9,9751.0,11467.0,1716.0,3.06,Blue,Vail,560.7843137254902,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Columbine,9564.0,10459.0,896.0,4012.8,Blue,Vail,0.2232854864433812,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Compromise,9403.0,9636.0,233.0,792.0,Blue,Vail,0.2941919191919192,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Dealer's Choice,9803.0,10489.0,689.0,2481.6,Blue,Vail,0.2776434558349452,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Grand Preview,9990.0,11490.0,1499.0,1.2,Blue,Vail,1249.1666666666667,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Hunky Dory,10548.0,10935.0,387.0,1267.2,Blue,Vail,0.30539772727272724,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
In The Wuides,10151.0,11394.0,1243.0,4118.4000000000015,Blue,Vail,0.3018162393162393,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Kelly's Toll Road,9577.0,10118.0,541.0,1.2,Blue,Vail,450.83333333333337,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lodgepole,9308.0,10492.0,1184.0,1.04,Blue,Vail,1138.4615384615386,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lodgepole Gulch,9308.0,9685.0,381.0,1953.6,Blue,Vail,0.19502457002457,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lost Boy Shortcut,9803.0,10423.0,620.0,2745.6,Blue,Vail,0.2258158508158508,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lost Boy Shortcut Variant,9803.0,10377.0,574.0,2112.0,Blue,Vail,0.27178030303030304,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lower Riva Ridge,8806.0,9350.0,545.0,2270.4,Blue,Vail,0.24004580690627197,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Lower Wildcard,9806.0,10348.0,538.0,2481.6,Blue,Vail,0.216795615731786,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Mid Vail Express,10279.0,10738.0,463.0,2006.4,Blue,Vail,0.2307615629984051,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Middle Riva Ridge,9692.0,9967.0,276.0,950.4,Blue,Vail,0.2904040404040404,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Northface Catwalk,9147.0,9659.0,515.0,4857.6,Blue,Vail,0.10601943346508563,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Northwoods,9741.0,10968.0,1227.0,4804.8,Blue,Vail,0.25536963036963034,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Poppyfields,9816.0,10518.0,702.0,5121.5999999999985,Blue,Vail,0.13706654170571694,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Poppyfields East,10371.0,11332.0,965.0,4329.5999999999985,Blue,Vail,0.22288433111603845,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Ramshorn,10482.0,11250.0,768.0,3484.8,Blue,Vail,0.22038567493112945,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Ranger Racoon's Escape,9127.0,9265.0,138.0,528.0,Blue,Vail,0.26136363636363635,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Riva Catwalk,8212.0,8763.0,551.0,3854.4,Blue,Vail,0.14295350767953507,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Ruder's Run,8396.0,9390.0,994.0,4012.8,Blue,Vail,0.247707336523126,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Showboat,9774.0,10961.0,1188.0,4171.2,Blue,Vail,0.2848101265822785,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Silk Road,9813.0,11460.0,1644.0,2.98,Blue,Vail,551.6778523489933,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Simba,8291.0,10325.0,2034.0,1.87,Blue,Vail,1087.7005347593583,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Simba Variant,9938.0,10318.0,381.0,2587.2,Blue,Vail,0.1472634508348794,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Skid Road,9285.0,9692.0,407.0,3960.0,Blue,Vail,0.10277777777777776,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Sleepytime,9583.0,11178.0,1598.0,3.7,Blue,Vail,431.8918918918919,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Slifer Express,10335.0,10938.0,600.0,1953.6,Blue,Vail,0.3071253071253071,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Snag Park,10499.0,10853.0,354.0,1584.0,Blue,Vail,0.22348484848484848,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Spruce Face,9856.0,10079.0,223.0,844.8000000000002,Blue,Vail,0.263967803030303,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Sun Up Bowl,10282.0,10866.0,581.0,1372.8,Blue,Vail,0.4232226107226108,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Tea Cup Bowl,10069.0,10400.0,331.0,1003.2,Blue,Vail,0.32994417862838915,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
The Star,10066.0,11093.0,1027.0,3220.8,Blue,Vail,0.3188648782911078,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
The Woods,10131.0,10817.0,686.0,1953.6,Blue,Vail,0.3511466011466012,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Upper Berries,10135.0,10545.0,410.0,1900.8,Blue,Vail,0.2156986531986532,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Upper Pickeroon,10138.0,10728.0,594.0,2745.6,Blue,Vail,0.21634615384615385,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Upper Preserve,8681.0,9196.0,512.0,2376.0,Blue,Vail,0.21548821548821548,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Upper Safari,8875.0,9610.0,735.0,2745.6,Blue,Vail,0.26770104895104896,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Whippersnapper,8835.0,9350.0,515.0,2376.0,Blue,Vail,0.21675084175084172,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Whippersnapper Second Choice,9170.0,9373.0,200.0,792.0,Blue,Vail,0.2525252525252525,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Whiskey Jack,10630.0,11237.0,607.0,3537.600000000001,Blue,Vail,0.1715852555404794,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Whistle Pig,10154.0,11250.0,1096.0,4540.8,Blue,Vail,0.24136715997181116,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Whistle Pig Variant,10604.0,11138.0,535.0,2059.2000000000007,Blue,Vail,0.2598096348096348,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
38,8245.0,8556.0,315.0,739.2,Black,Vail,0.4261363636363636,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Apres Vous,9921.0,11102.0,1178.0,4224.0,Black,Vail,0.2788825757575757,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Blue Ox,9619.0,10965.0,1345.0,4540.8,Black,Vail,0.2962033121916843,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Bolshoi Ballroom,10184.0,11450.0,1266.0,3907.2,Black,Vail,0.32401719901719905,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Bolshoi Ballroom #2,11066.0,11148.0,79.0,1425.6,Black,Vail,0.05541526374859708,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Cady's Cafe,9413.0,10085.0,673.0,2428.8,Black,Vail,0.2770915678524374,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Campbell's,10210.0,10912.0,699.0,1900.8,Black,Vail,0.367739898989899,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Challenge,10223.0,10571.0,351.0,1056.0,Black,Vail,0.33238636363636365,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Champagne Glade,10151.0,11450.0,1299.0,4646.4,Black,Vail,0.2795712809917356,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Cheetah Gully,8327.0,9127.0,801.0,2640.0,Black,Vail,0.3034090909090909,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Chicken Yard,9754.0,10778.0,1020.0,2217.6,Black,Vail,0.45995670995671,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Cookshack,9790.0,10121.0,328.0,897.6,Black,Vail,0.3654188948306595,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Cow's Face,10020.0,10866.0,846.0,2164.8,Black,Vail,0.3907982261640799,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Deuces Wild,10394.0,10801.0,407.0,1056.0,Black,Vail,0.3854166666666667,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Dragon's Teeth,10459.0,11220.0,761.0,2428.8,Black,Vail,0.3133234519104084,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Emperor's Choice,10108.0,11237.0,1129.0,4065.6,Black,Vail,0.27769578905942544,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Encore,9678.0,10643.0,965.0,2956.8,Black,Vail,0.326366341991342,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Faro,10246.0,10755.0,509.0,1267.2,Black,Vail,0.4016729797979798,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
First Step,10823.0,11073.0,246.0,897.6,Black,Vail,0.27406417112299464,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Forever,9843.0,11194.0,1352.0,4012.8,Black,Vail,0.3369218500797448,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Gandy Dancer,9711.0,10935.0,1224.0,4646.4,Black,Vail,0.2634297520661157,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Gandy Dancer Variant,9977.0,10623.0,650.0,2164.8,Black,Vail,0.3002586844050259,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Genghis Kahn,10089.0,11122.0,1030.0,2376.0,Black,Vail,0.4335016835016835,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Genghis Kahn Variant,10075.0,11234.0,1158.0,3484.8,Black,Vail,0.3323002754820936,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Giant Steps,8589.0,9206.0,617.0,1953.6,Black,Vail,0.31582719082719085,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Golden Peak Race,8251.0,9370.0,1119.0,4488.0,Black,Vail,0.24933155080213906,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Gorky Park,10174.0,11181.0,1004.0,3907.2,Black,Vail,0.256961506961507,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Hairbag Alley,9783.0,10479.0,699.0,2798.4,Black,Vail,0.24978559176672385,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Head First,8238.0,8468.0,230.0,528.0,Black,Vail,0.4356060606060606,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Headwall,10230.0,10961.0,732.0,1584.0,Black,Vail,0.4621212121212121,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Headwall Ridge,11089.0,11217.0,128.0,4593.6,Black,Vail,0.027864855451062345,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Heavy Metal,10036.0,10784.0,748.0,2587.2,Black,Vail,0.28911564625850344,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
High Noon,9400.0,11247.0,1847.0,1.28,Black,Vail,1442.96875,Groomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Hornsilver,10558.0,11430.0,873.0,2851.2000000000007,Black,Vail,0.3061868686868687,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Inner Mongolia Bowl,10262.0,11444.0,1181.0,4065.6,Black,Vail,0.29048602912239274,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Iron Mask,10223.0,11106.0,883.0,2904.0000000000005,Black,Vail,0.3040633608815427,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Jade Glade,10410.0,11224.0,817.0,2006.4,Black,Vail,0.4071969696969697,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
Kangaroo Cornice,10456.0,10978.0,522.0,2534.4,Black,Vail,0.2059659090909091,Ungroomed,8052,29,11564,3512,0.52,0.29,0.03,0.14,0.01,209,201
