Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Black,Blue,Double Black,Green,Terrain Park,Price,Total Runs
Little Burn,10495.0,11496.0,1001.0,4065.6,Blue,Copper,0.2462121212121212,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Main Vein,9764.0,11237.0,1473.0,1.18,Blue,Copper,1248.3050847457628,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Oh No,10787.0,11647.0,860.0,4276.8,Blue,Copper,0.20108492330714556,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Otto Bahn,11493.0,11867.0,374.0,2956.8,Blue,Copper,0.12648809523809526,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Ptarmigan,11237.0,12008.0,771.0,2798.4,Blue,Copper,0.2755145797598628,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Rhapsody,10866.0,11122.0,256.0,950.4,Blue,Copper,0.26936026936026936,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Skid Road,9711.0,10512.0,801.0,1.11,Blue,Copper,721.6216216216216,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Slot Car Track,11325.0,11529.0,207.0,1636.8,Blue,Copper,0.12646627565982405,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Tempo,11112.0,11526.0,413.0,1584.0,Blue,Copper,0.2607323232323233,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
The Moz,10472.0,11512.0,1040.0,4646.4,Blue,Copper,0.2238292011019284,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Timber Ridge,11588.0,12159.0,571.0,2481.6,Blue,Copper,0.2300934880722115,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Union Gap,11188.0,11539.0,351.0,1848.0,Blue,Copper,0.18993506493506496,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Upper Sluice,11398.0,11568.0,171.0,474.0,Blue,Copper,0.3607594936708861,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
West Encore,11257.0,11542.0,289.0,1320.0,Blue,Copper,0.21893939393939396,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Windsong,10476.0,11549.0,1073.0,4752.0,Blue,Copper,0.2257996632996633,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
17 Glade,10738.0,11414.0,676.0,1900.8,Black,Copper,0.35563973063973064,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Alicante,11371.0,11913.0,541.0,1689.6,Black,Copper,0.3201941287878788,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Bariloche,11880.0,12274.0,394.0,1214.4,Black,Copper,0.32444005270092224,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Bee Traverse,9708.0,10115.0,407.0,2428.8,Black,Copper,0.16757246376811594,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Boardwalk,12169.0,12303.0,135.0,897.6,Black,Copper,0.15040106951871654,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Brennan's Grin,11237.0,11942.0,705.0,2534.4,Black,Copper,0.27817234848484845,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Cabin Chute,10548.0,11631.0,1083.0,4329.5999999999985,Black,Copper,0.2501385809312639,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Cache Glades,11024.0,11365.0,341.0,739.2,Black,Copper,0.4613095238095238,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
CDL's Trail 20,11280.0,11995.0,715.0,2323.2,Black,Copper,0.30776515151515155,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Colman's Retreat,11211.0,12018.0,807.0,3062.4,Black,Copper,0.2635188087774295,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Endeavor,11562.0,12014.0,453.0,1161.6,Black,Copper,0.3899793388429753,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Far East,9793.0,11302.0,1509.0,4804.8,Black,Copper,0.3140609390609391,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Far West,11506.0,12057.0,551.0,1848.0,Black,Copper,0.2981601731601732,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Formidable,9820.0,10892.0,1073.0,3115.2,Black,Copper,0.34444016435541863,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Gold Digger,11385.0,11896.0,512.0,1742.4,Black,Copper,0.2938475665748393,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Golden Crest,11486.0,12175.0,689.0,1742.4,Black,Copper,0.3954315886134068,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Hallelujah,11289.0,11841.0,551.0,1742.4,Black,Copper,0.3162304866850321,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Hallelujah Ridge,11870.0,12313.0,440.0,2059.2000000000007,Black,Copper,0.21367521367521364,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Hallelujah Traverse,11453.0,11854.0,400.0,2956.8,Black,Copper,0.13528138528138528,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Highline,10581.0,11614.0,1033.0,3062.4,Black,Copper,0.33731713688610243,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Hodson's Cut,10548.0,11608.0,1060.0,3748.8,Black,Copper,0.2827571489543321,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Indian Ridge,11401.0,11608.0,207.0,457.0,Black,Copper,0.4529540481400438,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Julie's Vision,11490.0,12198.0,712.0,1900.8,Black,Copper,0.37457912457912457,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Kaboom,11381.0,12139.0,758.0,2956.8,Black,Copper,0.2563582251082251,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Lillie G,11175.0,12198.0,1024.0,3168.0,Black,Copper,0.3232323232323233,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Lillie G Traverse,12198.0,12310.0,112.0,1531.1999999999996,Black,Copper,0.07314524555903867,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Little Trees,11555.0,11880.0,325.0,633.6,Black,Copper,0.5129419191919192,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Looking Glass,11106.0,11690.0,584.0,1214.4,Black,Copper,0.4808959156785244,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Lower Enchanted Forest,11220.0,11516.0,299.0,1372.8,Black,Copper,0.2178030303030303,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Marvin Garden,11775.0,12142.0,367.0,844.8000000000002,Black,Copper,0.4344223484848485,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Matchless,11490.0,12251.0,761.0,2323.2,Black,Copper,0.3275654269972452,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Mine Dump,11188.0,11900.0,712.0,2640.0,Black,Copper,0.2696969696969697,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Ore Deal,9793.0,10617.0,823.0,2323.2,Black,Copper,0.35425275482093666,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Overlode,9780.0,10778.0,997.0,3009.6,Black,Copper,0.3312732589048379,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Park Place,11824.0,12113.0,289.0,633.6,Black,Copper,0.4561237373737374,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Rattler,11316.0,11903.0,587.0,1742.4,Black,Copper,0.3368916437098255,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Revenge,11375.0,12116.0,741.0,2851.2000000000007,Black,Copper,0.25989057239057234,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Rosi's Run,9711.0,10830.0,1119.0,3590.4,Black,Copper,0.3116644385026738,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Sail Away Glade,10715.0,11033.0,318.0,1267.2,Black,Copper,0.2509469696969697,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Sawtooth,10551.0,11591.0,1040.0,3220.8,Black,Copper,0.3229011425732737,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Six Shooter,11745.0,12251.0,502.0,1320.0,Black,Copper,0.3803030303030303,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Slip Not,11145.0,11680.0,535.0,1161.6,Black,Copper,0.4605716253443526,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Spaulding Ridge,12041.0,12267.0,226.0,1214.4,Black,Copper,0.18610013175230566,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Too Much,9803.0,11480.0,1677.0,5121.5999999999985,Black,Copper,0.3274367385192128,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Treble Cliff,9780.0,10397.0,617.0,1848.0,Black,Copper,0.3338744588744589,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Triple Treat,9793.0,11467.0,1673.0,5016.0,Black,Copper,0.3335326953748006,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Union Meadows,11877.0,11982.0,105.0,739.2,Black,Copper,0.14204545454545453,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Union Peak,11680.0,12257.0,577.0,1425.6,Black,Copper,0.4047418630751964,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Ute Overlook,11148.0,11624.0,476.0,1108.8,Black,Copper,0.4292929292929293,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Atlantic Cornice,11624.0,11985.0,364.0,844.8000000000002,,Copper,0.4308712121212121,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Black Bear Glade,9948.0,10689.0,741.0,1742.4,,Copper,0.4252754820936639,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Boulderado,11152.0,12228.0,1076.0,2481.6,,Copper,0.4335912314635719,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Bradley's Plunge,11588.0,12215.0,623.0,1531.1999999999996,,Copper,0.4068704284221526,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Buffalo Stampede,11378.0,11850.0,472.0,1478.4,,Copper,0.31926406926406925,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Buzzard's Alley,11480.0,12198.0,722.0,2851.2000000000007,,Copper,0.2532267115600449,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Calendar Chute,11788.0,12238.0,453.0,1056.0,,Copper,0.4289772727272727,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Cornice Chute,11768.0,12254.0,486.0,1161.6,,Copper,0.4183884297520661,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Curecanti,11467.0,12169.0,699.0,1953.6,,Copper,0.3578009828009828,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Denverite,11234.0,11788.0,554.0,1425.6,,Copper,0.3886083052749719,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Double Zero,11608.0,11982.0,377.0,1003.2,,Copper,0.3757974481658692,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Drain Pipe,11621.0,11955.0,335.0,844.8000000000002,,Copper,0.39654356060606055,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Falcon Alley,11752.0,12254.0,499.0,1003.2,,Copper,0.497408293460925,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Free Fall Glade,9882.0,10679.0,797.0,2164.8,,Copper,0.3681633407243164,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Iron Mask,11722.0,12188.0,466.0,1320.0,,Copper,0.35303030303030297,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Lallarookn,11949.0,12182.0,233.0,1584.0,,Copper,0.1470959595959596,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Pacific Cornice,11667.0,12047.0,381.0,950.4,,Copper,0.4008838383838384,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Patrol Chute,11785.0,12251.0,463.0,1056.0,,Copper,0.4384469696969697,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Ram's Run,11253.0,11818.0,568.0,1478.4,,Copper,0.38419913419913415,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Resolution Bowl,11608.0,11932.0,325.0,792.0,,Copper,0.41035353535353536,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Schaeffer's,11601.0,12218.0,614.0,1478.4,,Copper,0.4153138528138528,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
So Fine,11739.0,12149.0,407.0,897.6,,Copper,0.4534313725490196,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Summit Stash,11860.0,12208.0,348.0,950.4,,Copper,0.3661616161616162,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
The Springs,11191.0,11854.0,666.0,1689.6,,Copper,0.3941761363636364,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Triple Zero,11614.0,11975.0,361.0,792.0,,Copper,0.4558080808080808,Groomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Upper Enchanted Forest,11539.0,11736.0,194.0,950.4,,Copper,0.20412457912457915,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Valentine's,11152.0,11798.0,646.0,1478.4,,Copper,0.4369588744588744,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Western Slope,11608.0,12251.0,643.0,1372.8,,Copper,0.4683857808857809,Ungroomed,9711,23,12326,2615,0.35,0.22,0.2,0.19,0.04,119,141
Alley Loop,10052.0,10108.0,56.0,739.2,Green,Crested Butte,0.07575757575757576,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Aspen Park Road,9744.0,10276.0,528.0,1.05,Green,Crested Butte,502.8571428571428,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Augusta,9327.0,9472.0,144.0,844.8000000000002,Green,Crested Butte,0.17045454545454544,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Big Al's,9731.0,9941.0,207.0,1214.4,Green,Crested Butte,0.17045454545454544,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Bubba's Shortcut,10243.0,10335.0,92.0,1161.6,Green,Crested Butte,0.07920110192837466,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Elk Avenue,9757.0,10079.0,325.0,1795.2,Green,Crested Butte,0.18103832442067733,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Grand Traverse,9738.0,9957.0,220.0,1214.4,Green,Crested Butte,0.18115942028985507,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Gunsight Pass,9695.0,10144.0,449.0,4699.2,Green,Crested Butte,0.09554817841334697,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
High Tide,9324.0,9475.0,154.0,1003.2,Green,Crested Butte,0.15350877192982454,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Houston,9711.0,10240.0,528.0,1.0,Green,Crested Butte,528.0,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Kubler,10141.0,10289.0,148.0,1636.8,Green,Crested Butte,0.09042033235581624,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Little Queen,9977.0,10036.0,59.0,844.8000000000002,Green,Crested Butte,0.06983901515151515,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Lower Keystone,9718.0,10200.0,482.0,2851.2000000000007,Green,Crested Butte,0.1690516273849607,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Lower Twister,9373.0,10174.0,801.0,4171.2,Green,Crested Butte,0.1920310701956272,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Mary Jo,10023.0,10121.0,102.0,897.6,Green,Crested Butte,0.11363636363636365,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Mineral Point,9931.0,10328.0,397.0,2270.4,Green,Crested Butte,0.17485905567300916,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Peach Tree,9324.0,9482.0,157.0,1689.6,Green,Crested Butte,0.0929214015151515,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Peanut,10174.0,10331.0,157.0,1478.4,Green,Crested Butte,0.10619588744588744,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Poverty Gulch,9980.0,10276.0,295.0,1953.6,Green,Crested Butte,0.151003276003276,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Roller Coaster,10056.0,10371.0,312.0,1689.6,Green,Crested Butte,0.18465909090909088,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Rustler's Gulch,9298.0,9478.0,180.0,1003.2,Green,Crested Butte,0.17942583732057416,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Splain's Gulch,9849.0,10144.0,292.0,1848.0,Green,Crested Butte,0.15800865800865802,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
T-Bar Road,9646.0,9734.0,89.0,1214.4,Green,Crested Butte,0.07328722002635045,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Topsy,9820.0,10138.0,318.0,1900.8,Green,Crested Butte,0.1672979797979798,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Twin Bridges,9623.0,9951.0,328.0,2798.4,Green,Crested Butte,0.11720983419096627,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Warming House Hill,9396.0,9711.0,315.0,2217.6,Green,Crested Butte,0.14204545454545456,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Yellow Brick Road,10276.0,10738.0,463.0,1.09,Green,Crested Butte,424.77064220183485,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Black Eagle,9131.0,10141.0,1010.0,4857.6,Blue,Crested Butte,0.2079216073781291,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Breakfast Trail,10299.0,10453.0,154.0,1003.2,Blue,Crested Butte,0.15350877192982454,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Buckley,9281.0,9744.0,463.0,1795.2,Blue,Crested Butte,0.257909982174688,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Bushwacker,9711.0,10246.0,535.0,2640.0,Blue,Crested Butte,0.20265151515151514,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Canaan,10387.0,10755.0,367.0,1267.2,Blue,Crested Butte,0.28961489898989895,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Cascade,9642.0,10141.0,495.0,2164.8,Blue,Crested Butte,0.2286585365853659,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Columbine Hill,9436.0,10000.0,564.0,3326.4,Blue,Crested Butte,0.16955266955266954,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Conundrum,9577.0,9688.0,108.0,1214.4,Blue,Crested Butte,0.08893280632411067,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Daisy,9833.0,10148.0,315.0,2692.8,Blue,Crested Butte,0.11697860962566844,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Deer Pass,9629.0,9767.0,138.0,950.4,Blue,Crested Butte,0.1452020202020202,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Elko Park,9639.0,10154.0,515.0,3326.4,Blue,Crested Butte,0.1548220298220298,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Fallaway,10259.0,10381.0,125.0,950.4,Blue,Crested Butte,0.131523569023569,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Floresta,9751.0,10030.0,279.0,1320.0,Blue,Crested Butte,0.2113636363636364,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Forest Queen,10039.0,11102.0,1063.0,4276.8,Blue,Crested Butte,0.24855031799476246,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Gus's Way,9839.0,10194.0,351.0,2798.4,Blue,Crested Butte,0.12542881646655232,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Homeowner's,9629.0,10138.0,509.0,4804.8,Blue,Crested Butte,0.10593573093573093,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Houston Access,10240.0,10364.0,125.0,1267.2,Blue,Crested Butte,0.09864267676767677,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Little Lizzy,9816.0,10148.0,328.0,1848.0,Blue,Crested Butte,0.1774891774891775,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Lower Bear,10161.0,10338.0,177.0,686.4,Blue,Crested Butte,0.2578671328671329,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Lower Gallowich,9131.0,9577.0,446.0,2164.8,Blue,Crested Butte,0.2060236511456024,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Lower Ruby Chief,9833.0,10295.0,463.0,2956.8,Blue,Crested Butte,0.15658820346320346,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Lower Treasury,9131.0,9951.0,820.0,3379.2000000000007,Blue,Crested Butte,0.24266098484848486,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Meander,9957.0,10144.0,190.0,739.2,Blue,Crested Butte,0.257034632034632,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Middle Gallowich,9583.0,9905.0,325.0,1108.8,Blue,Crested Butte,0.2931096681096681,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
North Pass,9652.0,10138.0,486.0,2270.4,Blue,Crested Butte,0.21405919661733613,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Panion's Run,9639.0,10138.0,499.0,2587.2,Blue,Crested Butte,0.19287260358688926,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Panion's Run Variant,9639.0,10141.0,502.0,3062.4,Blue,Crested Butte,0.16392371995820273,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Paradise Access,9833.0,10010.0,174.0,1056.0,Blue,Crested Butte,0.16477272727272727,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Paradise Bowl,10758.0,11142.0,384.0,1742.4,Blue,Crested Butte,0.22038567493112945,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Prospector,9616.0,10115.0,499.0,2217.6,Blue,Crested Butte,0.22501803751803756,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Prospector Variant,9619.0,10141.0,522.0,2534.4,Blue,Crested Butte,0.2059659090909091,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Rosebush Glades,9738.0,9957.0,220.0,686.4,Blue,Crested Butte,0.3205128205128205,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Ruby Access,10154.0,10240.0,85.0,580.8,Blue,Crested Butte,0.1463498622589532,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Ruby Steep,10302.0,10476.0,174.0,633.6,Blue,Crested Butte,0.2746212121212121,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Silver Queen Road,11125.0,11224.0,98.0,1161.6,Blue,Crested Butte,0.08436639118457301,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Smith Hill,9734.0,10338.0,604.0,3854.4,Blue,Crested Butte,0.15670402656704027,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Tulsa,10033.0,10315.0,282.0,1320.0,Blue,Crested Butte,0.2136363636363636,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Upper Conundrum,9688.0,9833.0,144.0,792.0,Blue,Crested Butte,0.18181818181818185,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Upper Gallowich,9931.0,10164.0,233.0,1320.0,Blue,Crested Butte,0.1765151515151515,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Upper Park,10203.0,10568.0,364.0,1531.1999999999996,Blue,Crested Butte,0.2377220480668757,Groomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Upper Ruby Chief,10476.0,11138.0,663.0,2270.4,Blue,Crested Butte,0.29201902748414377,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Upper Treasury,9970.0,10243.0,272.0,1267.2,Blue,Crested Butte,0.21464646464646464,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
Windy Gap,11234.0,11470.0,236.0,1267.2,Blue,Crested Butte,0.18623737373737373,Ungroomed,9132,15,11874,2742,0.22,0.26,0.33,0.16,0.02,129,164
