Trail Name,Bottom Elev (ft),Top Elev (ft),Vertical Drop (ft),Slope Length (ft),Difficulty,Resort,Average Steepness,Groomed,Base,Lifts,Top,Vertical Rise (ft),Percent Blacks,Percent Blues,Percent Double Blacks,Percent Greens,Percent Terrain Parks,Price,Total Runs,Location
Steep Gully 3,10568,11270,702,1267,Double Black,Arapahoe Basin,0.55,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
Steep Gully 4,10522,11473,951,1636,Double Black,Arapahoe Basin,0.58,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
Steep Gully 5,10614,11211,600,950,Double Black,Arapahoe Basin,0.63,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
The Cellar,10860,11004,141,394,Double Black,Arapahoe Basin,0.36,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
The Humbugs,12339,12431,92,117,Double Black,Arapahoe Basin,0.79,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
The Spine,11430,11890,459,792,Double Black,Arapahoe Basin,0.58,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
Timber Glades,11421,11696,276,436,Double Black,Arapahoe Basin,0.63,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
TJ's Cornice,12195,12818,623,897,Double Black,Arapahoe Basin,0.69,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
Turbo,10942,11381,440,897,Double Black,Arapahoe Basin,0.49,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
West Turbo,11339,11539,197,268,Double Black,Arapahoe Basin,0.74,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
West Vertical,12280,12503,220,284,Double Black,Arapahoe Basin,0.77,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
Willy's Wide,11955,12251,295,499,Double Black,Arapahoe Basin,0.59,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
Zuma Cornice,12241,12467,226,1900,Double Black,Arapahoe Basin,0.12,Ungroomed,10789,9,12504,1715,30,21,44,4,1,109,178,CO
Assay Hill,8323,9091,771,1,Green,Aspen Snowmass,771.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Dawdler,8780,9482,702,5227,Green,Aspen Snowmass,0.13,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Fanny Hill,8474,9019,545,3907,Green,Aspen Snowmass,0.14,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Funnel Bypass,8465,9780,1316,1,Green,Aspen Snowmass,1316.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Lunchline,9423,9843,423,3273,Green,Aspen Snowmass,0.13,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
New 2,9016,9137,121,1531,Green,Aspen Snowmass,0.08,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Nor Way,9131,9216,85,528,Green,Aspen Snowmass,0.16,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Scooper,8980,9537,558,2692,Green,Aspen Snowmass,0.21,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Adam's Avenue,8629,9849,1220,1,Blue,Aspen Snowmass,1220.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Banzai,8891,9331,440,1636,Blue,Aspen Snowmass,0.27,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Banzai Ridge,9554,10591,1037,4012,Blue,Aspen Snowmass,0.26,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Bear Bottom,10052,11332,1280,1,Blue,Aspen Snowmass,1280.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Blue Grouse,8963,10095,1132,4646,Blue,Aspen Snowmass,0.24,Groomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Bottoms Up,9259,9849,591,2798,Blue,Aspen Snowmass,0.21,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Bull Run,9767,11306,1542,1,Blue,Aspen Snowmass,1542.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Cascade,8842,9396,554,2956,Blue,Aspen Snowmass,0.19,Groomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Coffee Pot,9091,10413,1322,1,Blue,Aspen Snowmass,1322.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Coney Glade,9734,10180,446,1584,Blue,Aspen Snowmass,0.28,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Creekside,8127,9754,1627,1,Blue,Aspen Snowmass,1627.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Dallas Freeway,10082,11844,1762,1,Blue,Aspen Snowmass,1762.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
East Branch,8123,8868,745,1,Blue,Aspen Snowmass,745.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Eddy Out,8675,9357,682,4593,Blue,Aspen Snowmass,0.15,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Funnel,8898,9820,922,4435,Blue,Aspen Snowmass,0.21,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Granite,9780,10358,577,2692,Blue,Aspen Snowmass,0.21,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Green Cabin,8904,11801,2897,2,Blue,Aspen Snowmass,1448.5,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Grey Wolf,9895,11322,1427,1,Blue,Aspen Snowmass,1427.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Gunner's View,9813,11296,1483,1,Blue,Aspen Snowmass,1483.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Hal's Hollow,8963,9619,656,2904,Blue,Aspen Snowmass,0.23,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Jack Of Hearts,10495,10771,272,950,Blue,Aspen Snowmass,0.29,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Lodgepole,9603,10407,804,3695,Blue,Aspen Snowmass,0.22,Groomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Log Deck,9731,10256,528,2006,Blue,Aspen Snowmass,0.26,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Long Shot,8615,11381,2762,2,Blue,Aspen Snowmass,1381.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Lunkerville,9006,9882,876,4646,Blue,Aspen Snowmass,0.19,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Max Park,9879,10610,732,3748,Blue,Aspen Snowmass,0.2,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Mick's Gully,10148,11617,1473,5227,Blue,Aspen Snowmass,0.28,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Monkshood,9334,9928,594,3326,Blue,Aspen Snowmass,0.18,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Moonshine,9649,10299,650,2534,Blue,Aspen Snowmass,0.26,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Naked Lady,9026,10449,1424,1,Blue,Aspen Snowmass,1424.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
No Name,8911,9255,344,1900,Blue,Aspen Snowmass,0.18,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Rocky Mountain High East,11739,12520,781,3907,Blue,Aspen Snowmass,0.2,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Rocky Mountain High West,11909,12546,636,3643,Blue,Aspen Snowmass,0.17,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Sandy Park,9957,11296,1339,1,Blue,Aspen Snowmass,1339.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Sheer Bliss #1,9675,11824,2149,1,Blue,Aspen Snowmass,2149.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Sheer Bliss #2,10607,11460,853,3168,Blue,Aspen Snowmass,0.27,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Slider,8930,10413,1483,1,Blue,Aspen Snowmass,1483.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Sneaky's,10604,11801,1198,1,Blue,Aspen Snowmass,1198.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Sunnyside,9846,10594,745,3537,Blue,Aspen Snowmass,0.21,Groomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Timberline,9882,11273,1388,4963,Blue,Aspen Snowmass,0.28,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Trestle,9659,9938,279,2692,Blue,Aspen Snowmass,0.1,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Turkey Trot #1,9806,10515,709,1,Blue,Aspen Snowmass,709.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Turkey Trot #2,9767,10046,279,3115,Blue,Aspen Snowmass,0.09,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Ute Chute,9439,10400,958,3484,Blue,Aspen Snowmass,0.27,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Velvet Falls,8845,9649,801,3590,Blue,Aspen Snowmass,0.22,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
West Fork,8533,9177,643,3748,Blue,Aspen Snowmass,0.17,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Whispering Jesse #1,9918,11749,1831,1,Blue,Aspen Snowmass,1831.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Whispering Jesse #2,11171,11716,545,2270,Blue,Aspen Snowmass,0.24,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Wineskin,9875,11299,1421,1,Blue,Aspen Snowmass,1421.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
A-Line,9656,11266,1611,1,Black,Aspen Snowmass,1611.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Adio's Ridge,11598,12113,512,2904,Black,Aspen Snowmass,0.18,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Bearclaw,8264,10062,1798,1,Black,Aspen Snowmass,1798.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Buckskin,10226,10509,282,1372,Black,Aspen Snowmass,0.21,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Cabin,8970,10108,1138,4488,Black,Aspen Snowmass,0.25,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Camp 3,9708,10167,463,1636,Black,Aspen Snowmass,0.28,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Campground,8245,10614,2369,1,Black,Aspen Snowmass,2369.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Cirque Traverse,11811,12539,728,1,Black,Aspen Snowmass,728.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Fast Draw,9564,10522,955,2956,Black,Aspen Snowmass,0.32,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Free Fall,10574,10899,325,792,Black,Aspen Snowmass,0.41,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Frog Pond Glades,10961,11325,364,1372,Black,Aspen Snowmass,0.27,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Garret Gulch,9849,11686,1837,1,Black,Aspen Snowmass,1837.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Glissade,9921,10354,433,1056,Black,Aspen Snowmass,0.41,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Howler,9419,10112,692,2587,Black,Aspen Snowmass,0.27,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Powderhorn,8278,10600,2323,1,Black,Aspen Snowmass,2323.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Powerline,10469,11493,1024,3590,Black,Aspen Snowmass,0.29,Groomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Promenade,9505,10591,1089,3432,Black,Aspen Snowmass,0.32,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Reidar's,10512,11801,1286,4012,Black,Aspen Snowmass,0.32,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Rio,9813,10823,1010,3484,Black,Aspen Snowmass,0.29,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Showcase,10518,11798,1280,4012,Black,Aspen Snowmass,0.32,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Slot #1,8281,10610,2329,1,Black,Aspen Snowmass,2329.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Slot #2,8343,8934,594,1847,Black,Aspen Snowmass,0.32,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Split Tree,8812,11371,2559,2,Black,Aspen Snowmass,1279.5,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
The Edge,10440,11795,1355,4540,Black,Aspen Snowmass,0.3,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Tom's Trace,9324,9826,499,2164,Black,Aspen Snowmass,0.23,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
West Face,10774,11037,262,844,Black,Aspen Snowmass,0.31,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Wildcat,9124,10531,1407,5068,Black,Aspen Snowmass,0.28,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Zugspitze,9432,10610,1178,3695,Black,Aspen Snowmass,0.32,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
AMF,11316,12520,1204,5174,Double Black,Aspen Snowmass,0.23,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Baby Ruth,10725,11375,650,1795,Double Black,Aspen Snowmass,0.36,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Big Spruce,10459,11339,879,2217,Double Black,Aspen Snowmass,0.4,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Cassidy's,10299,10840,541,1214,Double Black,Aspen Snowmass,0.45,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Cirque Headwall,10226,12434,2208,1,Double Black,Aspen Snowmass,2208.0,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Cookies,10358,11050,692,2376,Double Black,Aspen Snowmass,0.29,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Dikes,10518,10919,400,1795,Double Black,Aspen Snowmass,0.22,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Double Black Traverse,10049,10479,430,3801,Double Black,Aspen Snowmass,0.11,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
East Wall #1,10876,12169,1293,4382,Double Black,Aspen Snowmass,0.3,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
East Wall #2,11755,12192,436,1795,Double Black,Aspen Snowmass,0.24,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Glade One,10210,10522,312,844,Double Black,Aspen Snowmass,0.37,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Glade Three,10177,10427,249,459,Double Black,Aspen Snowmass,0.54,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Glade Two,10194,10512,315,633,Double Black,Aspen Snowmass,0.5,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Gowdy's,11066,11765,702,2112,Double Black,Aspen Snowmass,0.33,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Hang On's,10049,10843,794,2481,Double Black,Aspen Snowmass,0.32,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Hanging Valley Glades,10584,11056,472,1372,Double Black,Aspen Snowmass,0.34,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Headwall,11385,11821,436,1161,Double Black,Aspen Snowmass,0.38,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
KT Guly,11109,11444,335,792,Double Black,Aspen Snowmass,0.42,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Lower Ladder,10315,11063,751,3379,Double Black,Aspen Snowmass,0.22,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Possible,10607,11706,1099,3168,Double Black,Aspen Snowmass,0.35,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Roberto's,11345,12054,709,2745,Double Black,Aspen Snowmass,0.26,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Rock Island,10528,10951,423,686,Double Black,Aspen Snowmass,0.62,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Strawberry Patch,10351,10919,568,1478,Double Black,Aspen Snowmass,0.38,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Upper Ladder,11083,11578,495,844,Double Black,Aspen Snowmass,0.59,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Valley Valley,10535,11332,797,2164,Double Black,Aspen Snowmass,0.37,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Wall One,10515,11165,650,1267,Double Black,Aspen Snowmass,0.51,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Wall Two,10364,11066,702,1742,Double Black,Aspen Snowmass,0.4,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Waters,10157,10551,397,950,Double Black,Aspen Snowmass,0.42,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Weird Woods,10515,10587,72,465,Double Black,Aspen Snowmass,0.15,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Willy's,10233,11342,1112,2745,Double Black,Aspen Snowmass,0.41,Ungroomed,8116,17,12542,4426,24,42,25,7,3,179,118,CO
Bunny Hill,4009,4111,102,454,Green,Bald Mountain,0.22,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Easy Out,4222,4222,3,475,Green,Bald Mountain,0.01,Groomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Lower West Boundary Road,3763,4219,453,3062,Green,Bald Mountain,0.15,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Road,4114,4380,266,4276,Green,Bald Mountain,0.06,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Sunshine,3776,4042,266,1478,Green,Bald Mountain,0.18,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
The Gut,3766,3996,230,1478,Green,Bald Mountain,0.16,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Upper West Boundary Road,4229,4383,151,1372,Green,Bald Mountain,0.11,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Cowlick,4055,4380,325,1320,Blue,Bald Mountain,0.25,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Cross Over Road,3914,3947,33,528,Blue,Bald Mountain,0.06,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Face,4160,4373,213,633,Blue,Bald Mountain,0.34,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Grunny's Knob,4242,4350,112,407,Blue,Bald Mountain,0.28,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
Pikers Peak,3819,3944,125,844,Blue,Bald Mountain,0.15,Ungroomed,3762,2,4375,612,43,24,0,33,0,145,21,CO
